,label,tweet
202,anger,pernah suatu tetangga depan rmh gw ga sengaja brpapasan pas gw mau keluar rumah suddenly ngedip mata gw diiiiiiiiiih jijik bgt yaaa allaaaaah
203,anger,walopun sakit hati tp gw tahan utk ga nyerang balik dg maki pantang gw ngomong frontal bisa mungkin gw tahan ngeblokir solusi yg sangat tepat
204,sadness,langsung ku block aja maaf ni temen temen sudah pilih jalan sendiri jangan lah kayak gitu ada jalan masing masing loh jujur sedih aku liat alat musik hancur gitu
205,fear,bukan simpat aku liat akun kayak gitu malah jadi rem malah jadi takut soal video hancur cara brutal cara pake kampak terus posting gitu sedih kali loh liat
206,anger,ntan busuk banget temen kok kamu gituin aku busuk nih trus sadar udah minta maap gak dimaapin nih yaudah terus aja aku busuk gak pernah fermentasi hal baik makanya skarang biarin lah aku hidup gelimang karma kalian
207,happy,lg sibuk ngedit konten ruang tunggu kok kumpul nenek depan sy seru banget yah lg ghibah nyata ini tunjuk kapan mana ghibah asik
208,happy,main brawl langsung chang pimpin top kill mvp sekaligus emang hero ggwp hero baru normal server top lah lebih top soal hero mage role suka selain hero tank suka skill nya loh buff deh url
209,love,waktu sayang ubah jadi butuh perhati ubah jadi erti percaya ubah jadi yakin semua jadi kalau kamu dia saling lengkap cari kurang cari salah cari yg lebih
210,sadness,anak jaman now gatau kalo dulu mau testimonial dibalesnya minggu mana bikin url skrg pdkt tinggal match no match kinder senang
211,sadness,ijazah dadak nyelip tu langsung tiba bayang juang kampus teliti skripsi de el el emang kudu gak dulu baru asa
212,sadness,kadang ken gitu balik jadi anak sd pulang sekolah tidur siang bangun main harvest moon psi man sampe url mikirin ina inu
213,anger,cerah sy lapor hotline mention kesini tp tracking paket sy malah purwokerto tuju paket sy kaimana papua barat buka kalimanah purbalingga salah pihak yg salah
214,sadness,kasihan karyawan bapak mau lebaran malah jatuh sakit masuk rumah sekarang mudik terlalu cepat kampung halaman gusti allah kadang beri yang pikir manusia manusia cuma terima
215,sadness,hilang salah satu karyawan tepat lebaran lagi aku pusing cari ganti cari karywan pabrik tahu susah banding nyari orang jd tukang parkir
216,anger,msh jg bego hukum tembak ga masalah ga yg bela nah sibangsat cabul kabur padahal yg bela jt org tolol ga berani jg balik kalau waras pikir kau tau jawab url
217,happy,belum biasa twitt pake english but thank you for make it easier to watching them url
218,happy,terima kasih tertawa moga jadi amal soleh bulan mulia buat sama hamba ketawa bahagia
219,happy,antri bank situasyen mbak dapet nomor antri berapa buk ambil aja nomor antri biar cepet dalamhati rejeki anak baik
220,anger,apa sebut yg pas pasang muda anak tinggal rmh ortu cewek anak dijagain ibu mereka kerja eh pas lebaran malah tinggal rumah mertua solat ied sungkem smg besar pahala yg kasih ibu woi anak sadar kek
221,sadness,banyak sekali mualaf baru ajar islam tahun ilmu agama luar biasa saya dari kecil muslim ilmu agama jauuh banget ini nama malu banget
222,anger,ga usah liga bagaimana sepak bola indonesia maju kalo mau kaya gitu terus mau perang mah gaza sanah mati lu masuk syurga
223,sadness,walopun lebaran msh lama nuansa maaf maaf sdh sebar td atm kata maaf saldo tdk cukup gw coba telfon tmn eh operator jg minta maaf kata maaf pulsa tdk cukup utk laku panggil
224,anger,yang nama ide pihak ala lalu program unggul okeh ngoce libat banyak warga isi tong sampah biar sampah jakarta asa sampah jerman
225,anger,malah lu harus tanya ig nya langsung hapus yg punya akun dari bijak ignya pasti jangan melulu salah rezim kalau nyata bukan akibat rezim ntar masuk fitnah
226,sadness,harap aku dokter dksh salep bwt yg lebam biru eehhh malah dkshnya obat nyeri tablet vitamin pdhl tensi darah aku normal ttp aja salep mah gak dksh sm dokter
227,anger,jaman dulu panggil nama sama cewek yg suka aja udh gemetar ngalahin tes pantokhir akmil lah skrng kalo ga pap tt kata ga sayang sadar woyy itu cewek yg usaha mati mati bahagiain ayah jangan lo rusak gtu aja buat nurutin nafsu lo
228,sadness,andai id my takyah pasport malam ni sy dh my itu hidup selalu hadap pilih mau tak mau salah satu rela
229,sadness,sebenernya teknik lumayan aneh bgt pas inter passing sering salah dribbling ga bagus crossing gak bagus keypass awal aja lanjut tebak what waste of skill
230,fear,kalo yang anggap big is beauty terus mikir big is awal mula bagai sakit sah sah aja lah kalo singgung jangan jangan emang ga yakin sama percaya mau tuju udah lanjur
231,anger,bukan yg bilang koalisi syarat lalu koar gak bagi jatah menteri nyata bahkan parpol yg mula non koalisi bedol dg kasih jbtn menteri
232,happy,apa kalau gue punya pc ban agus gue trade langsung nih sama si mas
233,happy,selamat ultah kak renoo wkwkw moga bisa temu di satu kelompok kalo sama reno gppa deh moga bahagia sejahtera selalu sama dek oza hehehe
234,happy,congratulations on your st holly communion xellent mommy papa ompung unty tulang bou uda xaviera are so happy to be able to witness and accompany you on this special day moga xellent tumbuh mjd anak senang hati tuhan jadi salur berkat byk orang url
235,anger,buat teriak teriak ganti presiden gimana pulang kampung naik kereta api bagus kan stasiun kereta kereta api bagus ber ac semua coba tahun yg lalu banyak copetnyaaahh byk calonyaaahh
236,anger,kalau fadli zhon mau tahu apa relepansi nya banyak alas kita cari misal uu terorisme yg godok dpr kok bego
237,sadness,gapapaaaa gue udah usaha sblm lebaran kapan tau tp dospem malah luar negri pas tgl tgl sidang kering air mata
238,sadness,case yg dua belum sy sempat kena tipu account saldo gopay sy hangus perlu tingkat security lg spy jadi terus ini
239,happy,yeeeaaayyy siap buat lebaran buat mamak klaten alhamdulillah swiss belboutique yogyakarta in gondokusuman daerah istimewa yogyakarta
240,sadness,minta temen bantuin bungkus kado istri hadiah ultah nikah terus suruh sekali selip quote romantis ahli kata hati mering tau
241,happy,buat hibur baca deh trus lanjut baca twit receh nyata hidupque tak lebih remah rangginang macam manusia makan kiefsi doang oge meni hayang pamer story hahaha aque maloo url
242,happy,yg tak punya apa apa tak berapa sapa sobat misquen asik asik aja malah nyala balek damai gampang yah hebat uiy
243,happy,nongkrong depan rumah ama temen tiap motor lewat teriakin woy standaar pas orang nengok sembunyi
244,fear,sama yazidi bila negara yahudi kuat diri pilih ganti agama bunuh budak singkir penting yahudi kuat diri suka tidak survival bg mrk tp mrk tdk
245,sadness,gimana lin coba deh mbok pikir aja km sbnre msh sayang bgt sama mantan trs jg smpe dtk msh laku km sama pas msh jd pacar mu kan jd pupuk rasa nek gt
246,fear,coba tanya market mampu prediksi kondisi ekonomi depan kondisi politik itu isu sdh entah siapa
247,anger,mak lampir dibully berantas nyamuk tidak pernah tuntas selalu gagal selamat sang kuasa tetapi selalu tampil olah apa gicuuuuu padahal semua tahu dulu aaahhhh sudah
248,anger,mak lampir dibully berantas nyamuk tidak pernah tuntas selalu gagal selamat sang kuasa tetapi selalu tampil olah apa gicuuuuu padahal semua tahu dulu aaahhhh sudah
249,sadness,saking sibuk aku lupa jam mv rilis iya sibuk sibuk nyari sibuk baca ebook heran accounting apa awal bulan ga kerja
250,anger,jakarta acak begitu klo pilih pimpin yg tdk punya mampu samasekali warga yg tanggung derita
251,sadness,waktu asa lamban jalan terik siang perut tahan izin makan gin banget nggak puasa serasa lebih puasa sahur enggak temen kantor puasa semua
252,happy,pertama minta izin bincang beliau jawab senyum cerah wibawa iya mbak gimana coba cerita dulu kira kira ucap drngan ramah lalu aku teman cerita panjang lebar tiket jadwal uas reschedule semua
253,anger,ga kena wo pak jelas langgar nya kok semua org tahu bubar lg aja persepakbolaan indonesia kalo mafia nya musnah
254,happy,nyari capung bareng temen pakai sapu capung capung tusuk lidi lalu bakar rame rame makan kata bikin sehat
255,anger,betul sih pak jadi yg bikin bong nyinyir habis gub indonesia ehh ujung kerja gub belum usut tuntassss url
256,sadness,dulu jaman putih abu abu rasa ngebet banget ken cepet kuliah eh sekarang pas udah kuliah mikir berat rasa jadi ngebet ken nikah
257,anger,hai rakyat geruduglah kantor media pukul wartawannya sila tidak langgar hukum kok
258,happy,beliau sana dengar sembari senyum sekal cerita potong orang orang keluar masuk minta tanda tangan kemudian ujung satu inti tidak pak dua uji duluan beliau tertawa masih wibawa teduh
259,happy,bangun tidur dapet kabar temen terima kerja aja aku sujud syukur neng banget gatau lebay apa yak bep nyari kerja iya susah imma proud friend
260,anger,manusia dengki buruk mau kayak loe rusak negara bangga jadi aktivis bego bubarin golkar target kok sopir doang mana kendara politik rajalela
261,happy,jamaah masjid al tsar karena nasi tumpeng ayam matang waktu dengan aji tafsir masjid al tsar aju hari aya aya wae ramadhan berkah
262,anger,kalau sampe wo sama kita hianati kasih hati minta jantung udah kasih kuota tiket malah rusuh tak organisir minta wo laku nya udh kaya saudara biru barat
263,anger,beli mesin cuci best denki central park sdh minta instalaai laku senin jun jam an nyata skrg saya gak hubung
264,fear,komprenya kelompok satu jam asa kelompok minggu kemarin maju kata cuma sebentar gasampe tengah jam lah uda mau satu jam bikin degdegan woii
265,happy,terima kasih buat temen basis yg sedia luang waktu jadi panitia moga allah swt senantiasa beri rezeki yg halal berkah kita semua aamiin
266,anger,alumni praktek kampus atas ijin siapa harusnyakan minta ijin dulu krn alumnus pakai fasilitas negara tuk penting sendiri tahu otoritas kampus
267,happy,cocok jadwal telah besok uji jam minta soal mba yuyun kata beliau alhamdulillah allah lega ndak perlu reschedule sudah fix keluar lalu salim tangan si bapak berterimakasih banget
268,sadness,percaya dik ada lebih sakit lupa bawa kacamata di pustaka nempel nempel dah muka gue monitor url
269,sadness,tadi pagi nonton infotainment bom brkt gawe kris hatta aja ganteng ditinggalin ama hilda bang billy gak ganteng gw astagfirullah ngelus dada
270,sadness,wagelaseh cuti tolak antara org paling eug sendiri yg blm pernah balik rumah lu sih pong libur panjang ga langsung kabur
271,happy,lalu beliau bales ngapain takut tinggal ngomong og hngg si bapak lalu ku kagum saat beliau ngga jahat yang gambar rangkai tweetku belum beliau butuh ku temenku ngomong beliau mau tau masalah tuh apa
272,anger,naaahhhh keookkk kan bong terbang langit dululah jngan kutat kolam kerruh
273,happy,sd smp gue dulu kalau yg tahu bawa artikel kait pornografi dijejerin depan kelas ditendangin tulang kering satu satu wali kelas gue ngga pernah tahu url
274,fear,allah smoga tdk lagi manusia super hero dpr
275,anger,timpang sosial apa picak mata lu kaum kampret model kau selalu memutarbalikan fakta benar tolol mikirnya
276,sadness,padahal engga jam allah udah kasih jawab atas masalah aku yang terlalu buru buru buruk sangka astagfirullahalazim maafin dian allah
277,anger,apa sih mau bri dari tadi mau transfer bank via bri mobile begini terus serius gak sih layan konsumen
278,anger,cmiiw rasa konotasi matematis lekat benar salah mau kompromi kurang tepat matematikawan ya mesti toleran non assuming ragu banyak semua sampai bukti sahih lay
279,anger,pancing bodohnyakan rizik bangsat cabul mau salah ga kaum kampret model kau bain takut ga msk surga otak dimane mikirnya cb url
280,sadness,terkadang tahu kabar sama sekali buat hati tenang entah bagaimana diri dengan siapa aku tak peduli asa itu saat bisa kau hilang jauh dari doa ini aku kau lenyap tak dengar kabar apa dari
281,happy,jg rancang skenario surprise buat istri jamin istri happy banget aja happy banget kayak cocok jadi tim kreatif acara reality show ada unsur romantis misal program lamar kata cinta kalau kata putus gak deh
282,anger,parpol apasaja yg sukung hrs jadi capres otak kader miring pasti kalah politik memang terkadang tdk bs hitung dg matematis tp dg modal apa si hrs bs kalah joko widodo
283,happy,masuk artikel cetak media waktu tapi lupa edisi tahun berapa alhamdulillah tulis menang lomba rangka hari sehat jiwa dunia waktu kak url
284,sadness,iya mas aku cuma mentingin ngaji ngejar khatam dulu ndak tiap waktu ngabarin halo kamu ngapain kalo cuma jadi bahan biar kuat rasa sakit banget mah mas ngapain dulu mau sama aku ehe
285,anger,kasi ga urus dgn gw salah ga usah bela nah imam besar mesum kok bela takut ga msk surga rizik aja tentu masuk surga pake sembah kaum kampret masuk kau bukan url
286,fear,allah moga kue bikin bunda kali dengan resep google hasil kasianin aku allah kan soleh mau ultah masa gagal maning gagal maning
287,fear,intelektual muda baru aja nih kasus orang naik pesawat dia becanda bawa bom sampe akhir bikin orang orang panik
288,fear,tanya yg bakal tanya pas lebaran pasti begini galuh udah selesai alhamdulillah udah jawab sekarang kerja alhamdulillah udah jawab kapan nikah alhamdulillah eum anu eh jederrrrrrr
289,happy,jiyeeee jiyeee jeng dom abis menang lawan kei langsung sambut hangat girl friend kimlad halaaah sandiwara
290,anger,hahahha pengngangguran makan demo otak minim tambah minum kencing onta lengkap deh tolol
291,anger,kl ga bukti ga perlu kabur tuh bangsat cabul logika pikir orang waras nah cabul imam bela mampus cm krn takut ga masuk surga lu url
292,sadness,anak zaman now lulus aja pake toga segala un aula mahal lah dulu lulus sd paling banter pisah cibodas or anyer naek bis
293,sadness,kereta duduk sebrangan sama pasang bapak ibu tidur peluk terus jogja sampe lewat cirebon sampe jakarta kena sakit gula kaykanya
294,sadness,trus langsung diomongin selak tua cari uang bareng bareng sama suami bapak mama mu udah ken gendong cucu ajar nanti pas udah keluarga tau si una unu udah nikah si bla bli blu anak udah hmm yha mlipir
295,anger,lha bknnya elu imam cabul bain ama jt org tolol lho bayang kan betapa bego manusai model kau takut ga msk surga
296,sadness,hasil bersih jt aja kadang asa ga cukup kalo gaya hidup tinggi mau berapa hasil penting sih manajemen uang bagus kalo gw istri sangat buruk makanya sampe skrg bom kebel rumah
297,anger,beli tong sampah made in jerman biar tara sama negara eropa apa hubung itu cuma dar tong dar wadah gak mungkin nyetarain bangsa ato masyarakat lewat tong sampah macem gitu
298,fear,ya gik percaya sama aku kalo suami keluarga suami pikir nya beda sama pasti dianggep berontak karna apa apa kan nurut suami
299,anger,anda tuju partai tong kosong nyaring bunyi berisik miskin manfaat tuju rt
300,happy,bahagiain orang terus kamu kapan bahagia yu bahagia cara asal orang bahagia karena bahagia saya malah jadi kali lipat
301,anger,saling salah cari benar sendiri itu bijak ini biasa basis suporter jg besar tmbah provokator yg anjing
302,happy,rambut aku kering ngembang ikal naturally terus makin parah tiap hari banget pake hair dryer jadi kasi aja ken treatment akhir keratin dia hasil bikin tekstur rambut bagus rapih
303,anger,oke an buat pertama yang akhir kali pergi hotel gak pakai mandi pakai sendal jepit udah macam gembel udah hotel suruh naik tangga kesel lift sana suruh naik tangga untung puasa mbak mbak
304,sadness,terenyuh sekaligus kagum kalau sempat laku yang sama laku saya yakin pun tidak ragu laku selamat sebut rest in peace razzan url
